state_id,label,betweenness,eigenvector,out_degree,commodity_code,commodity_name
32,NV,0.02163265306122449,0.01976433596473925,0.2394712954293373,13,Nonmetallic Minerals
33,NH,0.018775510204081632,0.008447767921337715,0.01311458787044759,13,Nonmetallic Minerals
34,NJ,0.09387755102040816,0.0350153867202811,0.2566058844748523,13,Nonmetallic Minerals
35,NM,0.0020408163265306124,0.021142737010022877,0.07899882866058805,13,Nonmetallic Minerals
36,NY,0.25795918367346937,0.04299665790339995,0.5048951480787973,13,Nonmetallic Minerals
37,NC,0.004081632653061225,0.022287261046683184,0.03431746248013367,13,Nonmetallic Minerals
38,ND,0.0,0.009279059628521278,0.022214723608417395,13,Nonmetallic Minerals
39,OH,0.08040816326530613,0.04143608597935785,0.38959450540850016,13,Nonmetallic Minerals
40,OK,0.019591836734693877,0.01599301352092733,0.09743910006081347,13,Nonmetallic Minerals
41,OR,0.02163265306122449,0.02189535625420365,0.06350178741002643,13,Nonmetallic Minerals
42,PA,0.11469387755102041,0.03680446634182938,0.37731156849556025,13,Nonmetallic Minerals
44,RI,0.0,0.004330276012594016,0.007380076999910385,13,Nonmetallic Minerals
45,SC,0.02,0.027698482346595235,0.09802876514392979,13,Nonmetallic Minerals
46,SD,0.0,0.004989804752690713,0.10960154341799726,13,Nonmetallic Minerals
47,TN,0.005714285714285714,0.01704409155652486,0.2106006383252005,13,Nonmetallic Minerals
48,TX,0.2526530612244898,0.052313840737840976,0.4571068083578922,13,Nonmetallic Minerals
49,UT,0.02448979591836735,0.009722756344864306,0.43452118734866113,13,Nonmetallic Minerals
50,VT,0.0,0.005152468249117559,0.00021705351069939378,13,Nonmetallic Minerals
51,VA,0.01469387755102041,0.011323704101332025,0.3556198420313454,13,Nonmetallic Minerals
53,WA,0.0008163265306122449,0.026919615835737015,0.016508958972719832,13,Nonmetallic Minerals
54,WV,0.0,0.005344898844548035,0.0639644051138353,13,Nonmetallic Minerals
55,WI,0.08693877551020408,0.03474772757338394,0.21215633313123697,13,Nonmetallic Minerals
56,WY,0.03795918367346939,0.01816187893566924,0.13749212594051735,13,Nonmetallic Minerals
1,AL,0.0,0.010970018979884661,0.10342425133965216,14,Metallic Ores
2,AK,0.0,0.007310601087178586,0.015568301590119854,14,Metallic Ores
4,AZ,0.012411347517730497,0.015147975702873191,0.025187602247908773,14,Metallic Ores
5,AR,0.0797872340425532,0.04569957434232011,0.08716275323812708,14,Metallic Ores
6,CA,0.16400709219858156,0.04604491159365105,0.06162981346003041,14,Metallic Ores
8,CO,0.0,0.01114079644596647,0.11380998943309242,14,Metallic Ores
9,CT,0.014184397163120567,0.015572983598330727,0.02053384994577763,14,Metallic Ores
10,DE,0.0,0.006830391217685666,0.0013825387439001901,14,Metallic Ores
12,FL,0.08421985815602837,0.01881590743944795,0.09800005763113284,14,Metallic Ores
13,GA,0.03324468085106383,0.014443128820978866,0.008444437616242736,14,Metallic Ores
16,ID,0.020390070921985814,0.013239201710995529,0.06281262862206155,14,Metallic Ores
17,IL,0.07712765957446809,0.025544462749732585,0.05990470555419965,14,Metallic Ores
18,IN,0.06648936170212766,0.04347756037236259,0.02820290499428974,14,Metallic Ores
19,IA,0.0,0.032284177607787144,0.0,14,Metallic Ores
20,KS,0.0,0.012899633836274814,0.0,14,Metallic Ores
21,KY,0.010195035460992907,0.013493643811523938,0.04120736087346105,14,Metallic Ores
22,LA,0.010638297872340425,0.019553522521536443,0.006896202424204663,14,Metallic Ores
23,ME,0.0,0.007109118355438433,0.0,14,Metallic Ores
24,MD,0.0,0.024526627494133896,0.0,14,Metallic Ores
25,MA,0.0,0.023522261199296776,0.0016132608742167565,14,Metallic Ores
26,MI,0.04920212765957447,0.027281453584134398,0.0223456452381624,14,Metallic Ores
27,MN,0.014184397163120567,0.010879699727818387,0.4399763271048899,14,Metallic Ores
28,MS,0.0,0.011255389481352242,0.0,14,Metallic Ores
29,MO,0.16134751773049644,0.016746250997275593,0.48898378298278533,14,Metallic Ores
30,MT,0.013741134751773049,0.012572699934136315,0.019272660924880777,14,Metallic Ores
31,NE,0.0,0.0077950339229623826,0.0,14,Metallic Ores
32,NV,0.028812056737588652,0.009153683401262946,1.0,14,Metallic Ores
33,NH,0.0,0.007520732539364472,0.00911490817824893,14,Metallic Ores
34,NJ,0.14716312056737588,0.02814507119834747,0.046628682353660716,14,Metallic Ores
35,NM,0.0,0.006882882522112031,0.06625685105082878,14,Metallic Ores
36,NY,0.21365248226950354,0.049222976952489776,0.13900555507637666,14,Metallic Ores
37,NC,0.0,0.015512130355043022,0.0,14,Metallic Ores
38,ND,0.0,0.007600389367844947,0.0,14,Metallic Ores
39,OH,0.13164893617021275,0.04189545662839173,0.13069834266744534,14,Metallic Ores
